keep_YN,score,category,domain,summary,verbatim,corpus_id,anchor,link
,4,open_problem,joining,"The oxide-to-metal hardness ratio predicts cold-bonding ease, but mechanism by which oxide hardness controls whether deformation creates new surface versus merely smearing contamination remains unclear.","If you think about it, the harder the oxide, the less you're going to smear the oxide across the surface... you might be creating new surface with your deformation, because down at 80% deformation you've increased the surface by fivefold, but all you've done is smear that layer of oxide thinner and thinner.",SSW_S2013_06,§2.p2,https://r-h-taylor.github.io/lectures/W6odPf1FnBs.html?q=If%20you%20think%20about%20it%2C%20the%20harder%20the%20oxide%2C%20the%20less%20you%27re#l3-s2-p2
,4,open_problem,joining,"Adhesive bonding theory lacks engineering treatment of realistic oxide-contaminated surfaces, starting instead from idealized clean-surface assumptions.","On page six they start with the Lennard-Jones potential and bringing two atoms together — that's for a perfectly clean surface. They're not really starting where you need to on adhesive bonding, which is where you have an oxide surface, a dirty surface.",SSW_S2013_06,§3.p2,https://r-h-taylor.github.io/lectures/W6odPf1FnBs.html?q=On%20page%20six%20they%20start%20with%20the%20Lennard-Jones%20potential%20and%20#l3-s3-p2
,4,open_problem,joining,Predict why adhesive joints under stress typically fail after 2-3 years despite theory suggesting 10+ year lifespans.,"If I get 10 orders of magnitude, this thing could last for 10 years. Many of you know adhesive joints under stress really don't usually last 10 years. They might last two or three years.",SSW_S2013_06,§5.p5,https://r-h-taylor.github.io/lectures/W6odPf1FnBs.html?q=If%20I%20get%2010%20orders%20of%20magnitude%2C%20this%20thing%20could%20last%20for%201#l3-s5-p5
,4,open_problem,joining,The mechanism preventing brittle intermetallic formation when niobium is inserted between tantalum and vanadium remains unexplained.,"It turns out niobium does not form an intermetallic with vanadium, but tantalum does. So if you put a sheet of niobium in between and now do a diffusion bond, everything's fine.",SSW_S2013_08,§1.p4,https://r-h-taylor.github.io/lectures/MVljACLzPIk.html?q=It%20turns%20out%20niobium%20does%20not%20form%20an%20intermetallic%20with%20van#l3-s1-p4
,4,open_problem,joining,"Isothermal solidification kinetics in transient liquid phase bonding—specifically the time, temperature, and alloy chemistry controls needed to achieve complete boron diffusion and eliminate the visible interface—are incompletely characterized.","If you wait long enough you'll end up with a joint where the boron's diffused completely away, and you have a near perfect joint.",SSW_S2013_08,§5.p7,https://r-h-taylor.github.io/lectures/MVljACLzPIk.html?q=If%20you%20wait%20long%20enough%20you%27ll%20end%20up%20with%20a%20joint%20where%20the#l3-s5-p7
,4,open_problem,joining,"Develop a predictive model for solder or braze flow across surfaces in the presence of flux, accounting for interfacial contamination rather than assuming clean surfaces.","When you're talking about a wetting phenomenon spreading across the surface, I have never seen a really good model that can predict the solder flow or the braze flow across the surface in the presence of a flux.",SSW_S2013_09,§6.p3,https://r-h-taylor.github.io/lectures/BVe8AzvbfyA.html?q=When%20you%27re%20talking%20about%20a%20wetting%20phenomenon%20spreading%20acr#l3-s6-p3
,4,open_problem,joining,"Develop a true ceramic solder that works below 450°C, a longstanding gap in joining ceramics to metals.","If you can come up with a ceramic solder, the world will beat the path to your door. Because soldering occurs below 450° centigrade, you don't have as much thermal energy to drive these reactions.",SSW_S2013_10,§3.p3,https://r-h-taylor.github.io/lectures/qxu-UXRIfhU.html?q=If%20you%20can%20come%20up%20with%20a%20ceramic%20solder%2C%20the%20world%20will%20bea#l3-s3-p3
,4,open_problem,joining,"Lead-tin solders flow near their melting point with minimal superheat, but nobody understands the underlying mechanism well enough to design alternative lead-free systems with comparable wetting and gap-filling performance.","Silver-tin and lead-tin are the two that flow close to the melting point without too much superheat... The spreading activity, the chemical reaction of these other things is not anywhere near as good as lead-tin.",SSW_S2013_10,§8.p2,https://r-h-taylor.github.io/lectures/qxu-UXRIfhU.html?q=Silver-tin%20and%20lead-tin%20are%20the%20two%20that%20flow%20close%20to%20the%20m#l3-s8-p2
,4,open_problem,joining,"Plumbers report that tin-silver and tin-antimony lead-free solders fail to fill gaps of 3–4 thousandths of an inch reliably, causing 10% joint leakage rates versus near-zero with lead-tin, but the underlying wetting physics is not well characterized.","If you talk nowadays to an old plumber... With the tin-silver or tin-antimony type solders they use today, tin is very fluid... typically if you're just talking about a copper pipe going into a copper elbow that's deformed to shape, they've easily got four thousandths clearance... When they solder up the whole system and go do the leak check, they may have 10% leaks.",SSW_S2013_10,§8.p6,https://r-h-taylor.github.io/lectures/qxu-UXRIfhU.html?q=If%20you%20talk%20nowadays%20to%20an%20old%20plumber...%20With%20the%20tin-silve#l3-s8-p6
,4,open_problem,soldering,Why copper sulfide (vs. copper oxide) is uniquely resistant to non-activated rosin flux and how this selectivity manifests across different solder alloy systems.,"Since copper sulfide is more stable than copper oxide, guess what — a lot of the fluxes, and particularly a non-activated rosin flux, won't clean off copper sulfide. So small amounts of copper sulfide just destroy wettability. This goes not just for lead-tin alloys but for some of the other things we use in soldering.",SSW_S2013_11,§2.p9,https://r-h-taylor.github.io/lectures/40vhfL7j7yc.html?q=Since%20copper%20sulfide%20is%20more%20stable%20than%20copper%20oxide%2C%20guess#l3-s2-p9
,4,open_problem,joining,"Erosion mechanisms of nickel-phosphorus, nickel-carbon, and nickel-boron braze alloys on nickel-based superalloy base materials remain poorly characterized.","The types of braze alloys they like to use now are nickel-phosphorus, nickel-carbon, nickel-boron. These actually dissolve part of the base material when they first try to use them without any inhibitors.",SSW_S2013_12,§7.p5,https://r-h-taylor.github.io/lectures/unG_GsTROaU.html?q=The%20types%20of%20braze%20alloys%20they%20like%20to%20use%20now%20are%20nickel-ph#l3-s7-p5
,4,open_problem,processing,Extracting potassium from granite deposits and making it water-soluble for use as fertilizer in the southern hemisphere.,"People in Brazil came to Professor Allanore a couple years ago and said, we have tremendous granite deposits that actually have a fair amount of potassium in them, but we don't know how to extract the potassium and make it water soluble so we could use it for fertilizer. He's working on that.",WIE_F2015_05,§10.p3,https://r-h-taylor.github.io/lectures/1DLSqyBNDwA.html?q=People%20in%20Brazil%20came%20to%20Professor%20Allanore%20a%20couple%20years%20a#l3-s10-p3
,4,open_problem,fracture,Understand the micromechanical toughening mechanisms in three-phase granite composites beyond microcracking.,"Granite is a three-phase composite — silica, feldspar, and something else; you can look it up, I can't remember what the three types of rock are, but you can see the three colors, it's speckled. Wilkening did his thesis, and that's one of his samples that he didn't test that I recovered. He found that you get microcracks at the tip of the crack, which gives significant toughening to stone composites — a factor of five or ten higher toughness than anyone had ever thought.",WIE_F2015_06,§3.p4,https://r-h-taylor.github.io/lectures/g-JCSA7FEaU.html?q=Granite%20is%20a%20three-phase%20composite%20%E2%80%94%20silica%2C%20feldspar%2C%20and%20s#l3-s3-p4
,4,open_problem,joining,The mechanism behind breakouts in continuous casting—when the solid shell fractures and releases molten steel—remains poorly characterized despite its massive economic consequences.,"Now if you have a breakout — if the liquid in the center of the shell of solid steel fractures the shell — you dump not 300 tons but a couple hundred tons of steel on top of your $100 million or billion-dollar facility, and it shuts you down for a few weeks, which is pretty expensive. So breakouts are important.",WIE_F2015_06,§6.p6,https://r-h-taylor.github.io/lectures/g-JCSA7FEaU.html?q=Now%20if%20you%20have%20a%20breakout%20%E2%80%94%20if%20the%20liquid%20in%20the%20center%20of%20#l3-s6-p6
,4,open_problem,welding,Hydrogen loss during measurement of steel hydrogen content is rapid and incompletely characterized—the exact kinetics of rejection during solidification remain unclear.,"When you try to measure hydrogen content in steels — you weld the steel and then want to measure the hydrogen — if you don't quench it in liquid nitrogen within one or two minutes, you lose half your hydrogen, because it's coming out just like the foam in the soda.",WM_S2014_02,§1.p5,https://r-h-taylor.github.io/lectures/CBIhjPF7XGc.html?q=When%20you%20try%20to%20measure%20hydrogen%20content%20in%20steels%20%E2%80%94%20you%20wel#l3-s1-p5
,4,open_problem,aluminum,"Aluminum welds consistently fail to achieve 100% joint efficiency (base-metal strength), unlike steel and titanium, and the optimal filler-metal matching strategy (undermatching vs. overmatching) remains incompletely characterized.","You go to aluminum and you're going to see we have some problems getting 100% joint efficiency. What's 100% joint efficiency? You weld the bar together and you pull on it and you get the same strength as the base metal. We're going to talk about, well, do you want the same strength, or what happens if you use undermatching filler metal so it would always fail in the weld metal, or do you want overmatching, and how much overmatching? It turns out the answer is, you do want overmatching for good mechanical behavior reasons.",WM_S2014_02,§3.p4,https://r-h-taylor.github.io/lectures/CBIhjPF7XGc.html?q=You%20go%20to%20aluminum%20and%20you%27re%20going%20to%20see%20we%20have%20some%20prob#l3-s3-p4
,4,open_problem,welding,The mechanism by which inclusions trap hydrogen and protect against embrittlement remains incompletely understood despite prior research.,There's a guy out at Colorado School of Mines who was elected to the National Academy because he showed that if you have slightly dirty steel it's better than if you have very clean steel in terms of hydrogen embrittlement. You want to have some inclusions to trap the hydrogen so it doesn't go all to the bad places.,WM_S2014_12,§3.p4,https://r-h-taylor.github.io/lectures/TDSpnEuACMw.html?q=There%27s%20a%20guy%20out%20at%20Colorado%20School%20of%20Mines%20who%20was%20electe#l3-s3-p4
